qid,label,description
Q46482383,Nitrate tolerance: hemodynamic effects of intravenous isosorbide dinitrate after sustained oral isosorbide dinitrate administration.,
Q41594461,"[Comparative Assessment of Effects of Isosorbide Dinitrate, Isosorbide-5-Mononitrate and Nicorandil on the Frequency of Angina Attacks and Vasoregulating Endothelial Function in Patients With Ischemic Heart Disease].",
Q43877646,Local effect of transdermal isosorbide dinitrate ointment on hand vein diameter.,
Q74458813,Pharmacokinetics of isosorbide dinitrate in healthy volunteers after 24-hour intravenous infusion,
Q50765076,Mechanism of ITF 296-induced vasorelaxation compared to nitroglycerin and isosorbide dinitrate: relationship between relaxation of rabbit aorta and tissue cGMP.,
Q49168674,Influence of isosorbide dinitrate on superior mesenteric artery impedance in humans.,
Q41264218,Biotransformation of glyceryl trinitrate and isosorbide dinitrate in vascular smooth muscle made tolerant to organic nitrates.,
Q59249587,Coronary MRI with induced vasodilation using isosorbide dinitrate,
Q70587354,Isosorbide dinitrate alone and in association with intra-aortic balloon counterpulsation in acute myocardial infarction. A clinical study by precordial ECG mapping,
Q87442216,Isosorbide dinitrate ointment vs botulinum toxin A (Dysport) as the primary treatment for chronic anal fissure: a randomized multicentre study,
Q32066880,Comparison between isosorbide dinitrate in aerosol and in tablets for the treatment of hypertensive emergencies,
Q67650366,Influence of standard and nicotine-reduced cigarette smoke on plasma concentrations of isosorbide dinitrate and its metabolites in rats,
Q69566263,[The effect of isosorbide dinitrate (Isoket Pharma-Schwartz) in patients with liver cirrhosis],
Q71660268,Therapeutic effects of nitric oxide-donor isosorbide dinitrate on atherosclerosis-induced alterations in hemodynamics and arterial viscoelasticity are independent of the wall elastic component,
Q86838992,Differential inhibitory effects of isosorbide dinitrate and its mononitrate metabolites on platelet aggregation and thromboxane formation,
Q70157577,The effect of pindolol and isosorbide dinitrate and their combination on exercise tolerance and ECG changes in angina pectoris,
Q43985133,Use of sublingual isosorbide dinitrate tablet for manual extraction of a retained placenta.,
Q43596908,Influence of endothelium in dose-dependent inhibition and potentiation by isoniazid of isosorbide dinitrate relaxation of rat aorta.,
Q70434628,Nitrate tolerance: influence of isosorbide dinitrate on the hemodynamic and antianginal effects of nitroglycerin,
Q68064681,[The effect of isosorbide dinitrate spray on patients receiving coronary artery bypass grafting],
Q54128395,The effects of an intravenous infusion of isosorbide dinitrate during open heart surgery.,
Q69512857,Effect of sublingual isosorbide dinitrate on sputum volume and viscoelasticity in chronic obstructive lung disease,
Q72881359,[Approaches to the personal antianginal therapy. Can we consider nitrosorbide as a drug of choice?],
Q40987599,Sustained effect of orally administered isosorbide dinitrate on exercise performance of patients with angina pectoris.,
Q79506970,Influence of blood pressure on the effectiveness of a fixed-dose combination of isosorbide dinitrate and hydralazine in the African-American Heart Failure Trial,
Q54162971,[Influence of oral isosorbide dinitrate (ISDN) on parameters of blood flow in the coeliac trunk evaluated with doppler sonography].,
Q71179505,Hemodynamic measurements and exercise testing to assess the development of tolerance against slow-release isosorbide dinitrate,
Q39823748,Isosorbide dinitrate and exercise performance in patients with congestive heart failure.,
Q44437203,"Concentrations of isosorbide dinitrate, isosorbide-2-mononitrate and isosorbide-5-mononitrate in human vascular and muscle tissue under steady-state conditions.",
Q41507708,Simultaneous determination of isosorbide dinitrate and its mononitrates in human plasma by capillary column GLC.,
Q53797238,The effect of isosorbide dinitrate on uterine and ovarian blood flow in cycling and early pregnant mares: A pilot study.,
Q71286061,Dose-response relation of antianginal activity of isosorbide dinitrate,
Q51815245,Isosorbide dinitrate in experimental portal hypertension: a study of factors that modulate the hemodynamic response.,
Q42257912,Randomized double-blind comparison of nifedipine and isosorbide dinitrate in patients with coronary arterial spasm.,
Q54211999,[Differential effects of isosorbide dinitrate and nitroprusside on pial vessel diameter in cats],
Q71390844,[Comparative studies of the dissolution kinetics of 2 pharmaceutical forms of isosorbide dinitrate for sublingual administration: capsules and tablets],
Q61454699,"The Endothelin Receptor Antagonist Macitentan Improves Isosorbide-5-Mononitrate (ISMN) and Isosorbide Dinitrate (ISDN) Induced Endothelial Dysfunction, Oxidative Stress, and Vascular Inflammation",
Q35883711,[High-dose single administration of isosorbide dinitrate: effect on diurnal distribution of transitory myocardial ischemia in patients with stable angina pectoris],
Q33599468,Combined isosorbide dinitrate and ibuprofen as a novel therapy for muscular dystrophies: evidence from Phase I studies in healthy volunteers,
Q39823737,Arteriographic demonstration of the release of coronary artery spasm by isosorbide dinitrate: a twenty-five-year retrospective.,
Q44281369,Inhalation of carbon dioxide enhances the coronary vasodilating action of isosorbide dinitrate in the dog.,
Q52410757,[Therapy of angina pectoris with isosorbide dinitrate],
Q41412522,"Refractory heart failure. Comparison of time course of action of sublingual nitroglycerin and isosorbide dinitrate, oral or sublingual.",
Q33799392,Usefulness of Isosorbide Dinitrate and Hydralazine as add-on therapy in patients discharged for advanced decompensated heart failure,
Q47447967,Effect of isosorbide dinitrate on enzymatically estimated infarction size and on clinical condition of the patients of acute myocardial infarction.,
Q51660671,Isosorbide dinitrate attenuated coronary artery spasm during general anesthesia for non-cardiac surgery.,
Q73167693,Influence of the vasodilator drug isosorbide dinitrate on ocular circulation,
Q67245253,[Effect of nitroglycerin in acute myocardial infarction. III. Isosorbide dinitrate in patients with or without left-heart failure (author's transl)],
Q44040327,[Duration of effects of isosorbide dinitrate retard in coronary disease],
Q73009347,Transdermal slow-release long-acting isosorbide dinitrate for 'nutcracker' oesophagus: an open study,
Q36097856,Actions of isosorbide dinitrate on smooth muscle cells of rabbit vascular tissues.,
Q68039492,[Effect of isosorbide dinitrate on the blood circulation system in patients with ischemic heart disease],
Q69898575,History of the synthesis and pharmacology of isosorbide dinitrate,
Q82439814,"Ask the doctor. My blood pressure has wide swings each day. It can go as high as 210/110 with even minor stress like grocery shopping, then fall to 100/50, which makes me tired and needing rest. I take 15 mg of isosorbide dinitrate and a slow-releas",
Q68515632,A dose-finding study of the hemodynamic effect of isosorbide dinitrate spray in congestive heart failure,
Q67916907,Bioavailability and metabolism of isosorbide dinitrate from a transdermal spray,
Q69801182,"Comparative effects of theophylline and isosorbide dinitrate on exercise capacity in stable angina pectoris, and their mechanisms of action",
Q70414117,Evidence for isosorbide dinitrate (ISDN) promoting effect on prostacyclin release by the lung and prostacyclin implication in ISDN-induced inhibition of platelet aggregation in humans,
Q68281121,Effects of long-term treatment with 120 mg of sustained-release isosorbide dinitrate and 60 mg of sustained-release nifedipine on myocardial perfusion,
Q44261006,"Decrease in plasma NOx concentration by isosorbide dinitrate, an organic nitrate ester.",
Q86542305,An experimental and theoretical study of the vibrational spectra and structure of Isosorbide dinitrate,
Q73742003,[Favorable results of conservative treatment with isosorbide dinitrate in 25 patients with fourth-degree hemorrhoids: a pilot study],
Q43581875,GLC determination of nitroglycerin and isosorbide dinitrate in human plasma.,
Q69624396,[Effect of nitrosorbide on blood circulation in patients with heart failure],
Q67430052,Letter: Halitosis from isosorbide dinitrate,
Q70426139,[Combined treatment of coronary heart disease with diltiazem and isosorbide dinitrate],
Q74316420,[Molsidomine and isosorbide dinitrate: a comparative trial of tolerance in long-term intake by IHD patients with stable angina of effort],
Q43088489,Cardiac arrest caused by coronary vasospasm treated with isosorbide dinitrate and left ventricular assistance.,
Q74001175,Sublingual isosorbide dinitrate in the acute control of hypertension in patients with severe preeclampsia,
Q28361712,Effects of captopril and a combination of hydralazine and isosorbide dinitrate on myocardial sympathetic tone in patients with severe congestive heart failure,
Q39528812,Correlation between isosorbide dinitrate plasma levels and coronary vasodilation after chewing capsules.,
Q51799093,"Nitrate tolerance: comparison of nicorandil, isosorbide dinitrate, and nitroglycerin in anesthetized dogs.",
Q69596914,[Use of isonit (nitrosorbide) in the treatment of ischemic heart disease],
Q43517658,Effect of isosorbide dinitrate on nitric oxide synthase under hypoxia.,
Q68372058,Utilization of diethyl-beta-cyclodextrin as a sustained-release carrier for isosorbide dinitrate,
Q69533692,[Extent of therapeutic effect and duration of 1 capsule of 120 mg isosorbide dinitrate in a slow release form],
